"Aholi daromadlari to‘g‘risida ma’lumot1",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
№,"Ko‘rsatkichlar nomi","2000 у.","2001 у.","2002 у.","2003 у.","2004 у.","2005 у.","2006 у.","2007 у.","2008 у.","2009 у.","2010 у.","2011 у.","2012 у.","2013 у.","2014 у.","2015 у.","2016 у.","2017 у.","2018 у.","2019 у.","2020 у.","2021 уil yanvar-sentabr2",,,
1.,"Aholi umumiy daromadlari, mlrd.so‘m",2377.3812,3605.6435869697,5196.7172,6490.3502,7702.2903,9728.5987,12954.936037212,16872.726297263,22894.80220274,30862.238812811,62631.561309099,85933.46201308,104263.033292,126267.97259896,146392.91463298,169344.29171742,197962.4437898,236893.1489007,300842.69197448,365735.6452872,420338.33167269,371288.01024656,,,
," o‘tgan yilga nisbatan, % da",157.93501162699,151.66451164709,144.12731249368,124.89327300704,118.67295388776,126.3078684531,133.1634332621,130.24167968717,135.69118469286,134.80019848836,132.89777444762,137.20472588729,121.32995791108,121.10521688481,115.93827921664,115.67792892093,116.89938986555,119.66570242598,126.99510026801,121.57039377849,114.92955009693,122.60441273301,,,
2.,"Aholi jon boshiga  umumiy daromadlar, ming so‘m",96.443919774121,144.43141381205,205.63304552901,253.84959147675,297.79505033946,371.78884472809,489.08329132262,627.98594228314,838.55450936133,1111.455837162,2192.7975698506,2928.9440824652,3501.7677364449,4175.0863863269,4759.5533681966,5410.5509049015,6215.8711811392,7314.0904176376,9128.5890009581,10891.342726328,12279.069401897,10663.373739813,,,
," o‘tgan yilga nisbatan, % da",155.76432141753,149.75688892605,142.37418308222,123.44785869591,117.31161299377,124.84722103483,131.5486729249,128.40061262058,133.53077718788,132.54425618777,129.19872497398,133.57111129345,119.5573434607,119.22796428999,113.99891949024,113.67770223143,114.88425652752,117.6679857818,124.80826021709,119.31025402924,112.74155731244,120.22831181936,,,
3.,"Aholi real umumiy daromadlari, mlrd.so‘m",1902.8183127901,2830.397666198,4074.258878871,5885.3375045339,7582.487005316,9147.7185707569,11915.871998907,15908.661415485,21365.063645707,28634.476538144,58229.417356917,80094.568005481,97296.596950358,118029.51261821,137548.54329886,160485.49252978,187517.707483,216400.06294025,255970.97930271,319336.10869396,372211.39792145,334433.44464651,,,
," o‘tgan yilga nisbatan, % da",126.40868547062,119.05527250733,112.99671696878,113.25106366254,116.82708593006,118.76621405599,122.48292273351,122.79999970504,126.62484573801,125.06977030285,123.55687471887,127.88211938418,113.22317834181,113.20360523912,108.93383370915,109.62654370824,110.73163764853,109.3136954654,108.05334830937,106.1472049057,101.77061019829,110.43452777248,,,
4.,"Aholi jon boshiga  real umumiy daromadlar, ming so‘m",77.19218806957,113.37735600287,161.21759743552,230.18642680155,293.16307377384,349.58988690935,449.8558603041,592.10441474933,782.5256712965,1031.2264215643,2038.6738284219,2729.9320369701,3267.7937070221,3902.6793665423,4472.0035405399,5127.5122298156,5887.9143517469,6681.3651389765,7767.0288445147,9509.5981195567,10873.168690248,9604.912393995,,,
," o‘tgan yilga nisbatan, % da",124.67129935772,117.55780589218,111.62225251448,111.94038692048,115.48691966309,117.3927795344,120.99767561157,121.06412655155,124.60878796928,122.97667117069,120.11781793788,124.4953968622,111.5690028562,111.44883556739,107.11164097551,107.73095359309,108.82282516579,107.48879673134,106.19268290401,104.17380077642,99.833133190859,108.29428194863,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 2000-2009 yillar uchun pul daromadlari, 2010 yildan umumiy daromadlar ko'rsatilgan, 2010 yildan aniqlik kiritilgan ma'lumotlar",,,,,,,,,,,,,,,,,,,,,,,,,,
"2 Dastlabki ma'lumotlar",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
